Transaccion Num,Fecha y Hora,Cod Prod,Tipo Venta,Cantidad,Ciudad,Categoría,Subcategoría,origen
627605,2025-09-08 00:35:57.471,TVSC-39806,Tienda,1,TOK,TVS,TVSC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627606,2025-09-08 04:12:14.159,VALB-67289,Online,2,NAO,VAL,VALB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627607,2025-09-08 11:46:22.843,TVSF-89636,Online,1,SAP,TVS,TVSF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627608,2025-09-08 17:59:08.721,HIND-63924,Online,1,TOK,HIN,HIND,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627609,2025-09-08 18:51:52.897,SVSC-49713,Online,3,YOK,SVS,SVSC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627610,2025-09-09 05:38:56.461,GFTA-55595,Online,1,FUK,GFT,GFTA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627611,2025-09-09 17:00:22.992,PMUB-71172,Online,1,TOK,PMU,PMUB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627612,2025-09-10 02:23:32.438,TCLA-28159,Online,1,TOK,TCL,TCLA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627613,2025-09-10 09:07:52.294,VALC-37887,Tienda,1,YOK,VAL,VALC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627614,2025-09-10 12:59:52.705,GFTB-83134,Tienda,1,TOK,GFT,GFTB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627615,2025-09-10 21:58:39.024,TVSH-48777,Online,1,SAP,TVS,TVSH,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627616,2025-09-11 03:09:56.099,PMUB-42684,Online,1,OSA,PMU,PMUB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627617,2025-09-11 03:55:02.284,ELED-72973,Online,1,TOK,ELE,ELED,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627618,2025-09-11 12:22:57.543,SALA-13420,Online,1,OSA,SAL,SALA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627619,2025-09-11 14:16:10.523,PMUA-36320,Online,2,KYO,PMU,PMUA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627620,2025-09-12 00:05:02.731,PMUA-22761,Online,2,NAO,PMU,PMUA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627621,2025-09-12 01:59:42.724,PCTG-24967,Online,1,OSA,PCT,PCTG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627622,2025-09-12 13:40:20.887,PCTA-87890,Online,1,TOK,PCT,PCTA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627623,2025-09-12 20:45:29.819,SALB-86207,Tienda,1,OSA,SAL,SALB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627624,2025-09-13 07:29:34.269,ELED-72973,Tienda,1,TOK,ELE,ELED,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627625,2025-09-13 14:36:24.409,ELEF-82487,Online,3,TOK,ELE,ELEF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627626,2025-09-13 22:07:46.979,PCTA-28013,Online,1,TOK,PCT,PCTA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627627,2025-09-14 03:49:43.809,PCTA-87890,Online,1,NAO,PCT,PCTA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627628,2025-09-14 14:40:58.810,HINB-12013,Online,1,TOK,HIN,HINB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627629,2025-09-14 21:13:23.861,VALB-66230,Online,1,NAO,VAL,VALB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627630,2025-09-15 03:16:36.740,PMUC-64474,Online,1,TOK,PMU,PMUC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627631,2025-09-15 11:47:29.649,AUDA-76685,Online,1,TOK,AUD,AUDA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627632,2025-09-15 13:15:10.364,JUGA-15222,Online,1,SAI,JUG,JUGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627633,2025-09-15 18:29:45.382,VALA-62707,Online,2,TOK,VAL,VALA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627634,2025-09-16 01:02:44.029,PCTB-10627,Tienda,1,YOK,PCT,PCTB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627635,2025-09-16 07:39:15.898,TCLB-78566,Online,1,OSA,TCL,TCLB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627636,2025-09-16 19:16:44.964,ELED-72973,Tienda,1,OSA,ELE,ELED,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627637,2025-09-17 01:04:22.824,TVSF-97496,Online,1,TOK,TVS,TVSF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627638,2025-09-17 09:56:45.932,SALA-29807,Online,1,KYO,SAL,SALA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627639,2025-09-17 20:03:08.791,ELEB-64108,Online,1,NAO,ELE,ELEB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627640,2025-09-18 03:40:52.554,HINC-14276,Online,1,TOK,HIN,HINC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627641,2025-09-18 15:00:46.602,SALC-14541,Online,1,TOK,SAL,SALC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627642,2025-09-18 23:52:33.491,ELEH-70263,Online,1,TOK,ELE,ELEH,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627643,2025-09-18 23:58:24.857,VALA-62707,Online,3,OSA,VAL,VALA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627644,2025-09-19 01:28:31.680,CAME-36070,Online,1,KOB,CAM,CAME,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627645,2025-09-19 02:03:49.977,SVSB-78752,Online,3,TOK,SVS,SVSB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627646,2025-09-19 10:28:21.485,HINB-12013,Online,1,YOK,HIN,HINB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627647,2025-09-19 14:06:04.644,PCTA-94053,Online,1,TOK,PCT,PCTA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627648,2025-09-19 23:13:48.370,HINA-31878,Tienda,1,HIR,HIN,HINA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627649,2025-09-20 10:14:59.449,TVSG-48474,Tienda,2,TOK,TVS,TVSG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627650,2025-09-20 11:34:45.162,ELEH-59218,Online,1,TOK,ELE,ELEH,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627651,2025-09-20 15:49:23.772,EAGB-64686,Online,3,TOK,EAG,EAGB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627652,2025-09-21 01:12:31.545,TVSB-98079,Online,3,OSA,TVS,TVSB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627653,2025-09-21 08:23:31.107,TREA-44920,Tienda,1,TOK,TRE,TREA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627654,2025-09-21 15:51:46.527,AUDA-30254,Tienda,1,YOK,AUD,AUDA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627655,2025-09-22 02:50:31.786,ELEG-32578,Online,1,TOK,ELE,ELEG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627656,2025-09-22 14:30:34.816,TVSA-31282,Online,2,TOK,TVS,TVSA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627657,2025-09-22 21:49:16.247,JUGA-48800,Tienda,1,OSA,JUG,JUGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627658,2025-09-23 07:42:24.716,JUGA-48800,Online,1,OSA,JUG,JUGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627659,2025-09-23 18:17:39.467,TVSA-69059,Online,1,YOK,TVS,TVSA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627660,2025-09-24 03:38:56.277,CAMD-91419,Online,1,YOK,CAM,CAMD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627661,2025-09-24 04:56:34.097,EAGA-73172,Online,3,TOK,EAG,EAGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627662,2025-09-24 14:42:22.451,TVSB-75678,Online,1,TOK,TVS,TVSB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627663,2025-09-24 15:42:56.673,PMUF-69780,Online,1,OSA,PMU,PMUF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627664,2025-09-24 22:33:01.343,HIND-78250,Tienda,1,KYO,HIN,HIND,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627665,2025-09-25 10:15:42.556,PCTD-28484,Online,1,SAP,PCT,PCTD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627666,2025-09-25 21:55:26.146,TVSH-24340,Online,1,OSA,TVS,TVSH,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627667,2025-09-26 07:02:53.295,TVSB-66291,Online,3,TOK,TVS,TVSB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627668,2025-09-26 18:07:08.414,VALA-63119,Online,1,TOK,VAL,VALA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627669,2025-09-26 19:51:57.318,PMUF-96262,Online,1,TOK,PMU,PMUF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627670,2025-09-26 21:05:31.455,PCTB-11336,Online,1,YOK,PCT,PCTB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627671,2025-09-27 00:21:27.497,PCTC-51525,Online,1,OSA,PCT,PCTC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627672,2025-09-27 08:51:55.080,AUDF-36007,Online,1,KYO,AUD,AUDF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627673,2025-09-27 18:16:02.273,PMUB-43343,Online,1,NAO,PMU,PMUB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627674,2025-09-28 04:14:03.731,PCTG-55933,Online,1,NAO,PCT,PCTG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627675,2025-09-28 13:26:26.730,TVSA-69059,Online,2,TOK,TVS,TVSA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627676,2025-09-28 19:17:06.716,TVSK-97454,Online,1,TOK,TVS,TVSK,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627677,2025-09-29 07:03:36.449,AUDD-27432,Online,2,FUK,AUD,AUDD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627678,2025-09-29 09:01:15.589,VALD-36480,Online,1,SAI,VAL,VALD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627679,2025-09-29 09:30:20.010,ELED-72973,Online,1,NAO,ELE,ELED,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627680,2025-09-29 18:51:24.376,AUDC-38249,Online,1,TOK,AUD,AUDC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627681,2025-09-30 04:12:07.779,PMUA-36320,Online,1,YOK,PMU,PMUA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627682,2025-09-30 15:33:06.079,PMUB-92487,Online,1,OSA,PMU,PMUB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627683,2025-09-30 18:08:56.952,ELEA-94156,Online,1,YOK,ELE,ELEA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627684,2025-10-01 02:00:56.100,AUDE-67553,Online,3,TOK,AUD,AUDE,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627685,2025-10-01 03:18:15.080,HINB-80143,Online,1,OSA,HIN,HINB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627686,2025-10-01 04:34:45.813,VALD-51795,Online,3,OSA,VAL,VALD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627687,2025-10-01 09:18:45.789,TREB-15387,Tienda,1,TOK,TRE,TREB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627688,2025-10-01 14:24:10.982,ELEF-63029,Online,1,OKA,ELE,ELEF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627689,2025-10-01 20:04:19.651,TVSC-48100,Online,1,TOK,TVS,TVSC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627690,2025-10-02 02:54:13.594,TVSF-79386,Online,1,NAA,TVS,TVSF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627691,2025-10-02 11:42:48.605,VALC-16514,Online,1,YOK,VAL,VALC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627692,2025-10-02 22:09:14.044,JUGB-51642,Online,1,YOK,JUG,JUGB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627693,2025-10-02 22:42:04.296,PMUD-72375,Online,1,OSA,PMU,PMUD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627694,2025-10-03 08:35:56.355,AUDF-31318,Online,1,NAA,AUD,AUDF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627695,2025-10-03 18:05:30.397,VJGA-32969,Online,1,CHI,VJG,VJGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627696,2025-10-03 21:33:20.779,CAMC-26079,Tienda,1,TOK,CAM,CAMC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627697,2025-10-04 08:48:27.997,TVSB-19363,Online,1,KYO,TVS,TVSB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627698,2025-10-04 20:04:17.029,HINB-61066,Online,1,YOK,HIN,HINB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627699,2025-10-05 00:42:39.488,GFTA-18366,Tienda,1,TOK,GFT,GFTA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627700,2025-10-05 11:10:32.463,AUDB-10684,Tienda,1,TOK,AUD,AUDB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627701,2025-10-05 16:03:02.158,PCTE-88935,Online,1,TOK,PCT,PCTE,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627702,2025-10-05 20:54:59.371,AUDF-40301,Tienda,1,YOK,AUD,AUDF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627703,2025-10-05 21:58:46.187,JUGA-11070,Online,1,TOK,JUG,JUGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627704,2025-10-06 05:02:40.706,TVSF-79386,Online,1,NAA,TVS,TVSF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627705,2025-10-06 15:30:23.120,GFTA-84928,Online,2,NAO,GFT,GFTA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627706,2025-10-06 17:27:19.660,EAGC-89130,Tienda,1,SEN,EAG,EAGC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627707,2025-10-07 02:03:46.148,TCLB-78566,Tienda,1,OSA,TCL,TCLB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627708,2025-10-07 11:51:15.999,EAGA-99524,Online,1,YOK,EAG,EAGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627709,2025-10-07 21:51:42.177,SALA-16568,Online,1,TOK,SAL,SALA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627710,2025-10-07 23:51:31.646,CAMD-97282,Online,1,TOK,CAM,CAMD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627711,2025-10-08 06:36:02.894,VJGB-40022,Online,1,OSA,VJG,VJGB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627712,2025-10-08 06:49:23.189,HOGA-90043,Online,2,TOK,HOG,HOGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627713,2025-10-08 09:46:00.530,CAMF-67325,Online,1,OSA,CAM,CAMF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627714,2025-10-08 15:58:04.302,PCTC-27031,Online,1,TOK,PCT,PCTC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627715,2025-10-08 23:28:32.766,DEPC-36340,Online,3,TOK,DEP,DEPC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627716,2025-10-09 01:35:09.637,AUDF-48133,Online,1,NAO,AUD,AUDF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627717,2025-10-09 04:39:15.091,AUDC-26674,Tienda,3,TOK,AUD,AUDC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627718,2025-10-09 16:13:50.958,HINC-94059,Online,3,NAA,HIN,HINC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627719,2025-10-10 00:39:38.090,VALB-74131,Online,1,YOK,VAL,VALB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627720,2025-10-10 02:48:06.564,TVSF-52972,Online,1,TOK,TVS,TVSF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627721,2025-10-10 10:21:54.828,PMUB-43343,Online,1,OSA,PMU,PMUB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627722,2025-10-10 14:47:30.834,ELEE-71222,Online,1,OSA,ELE,ELEE,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627723,2025-10-11 00:12:14.837,TVSH-24340,Online,3,YOK,TVS,TVSH,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627724,2025-10-11 11:02:23.303,JUGA-55990,Online,1,TOK,JUG,JUGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627725,2025-10-11 14:42:25.408,TVSF-97496,Online,2,TOK,TVS,TVSF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627726,2025-10-12 00:16:03.917,SALC-35708,Online,1,CHI,SAL,SALC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627727,2025-10-12 07:57:16.961,ELEG-76662,Online,2,TOK,ELE,ELEG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627728,2025-10-12 15:52:24.164,DEPB-84576,Tienda,2,OSA,DEP,DEPB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627729,2025-10-12 21:26:00.752,TVSH-51985,Online,1,TOK,TVS,TVSH,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627730,2025-10-13 00:28:05.596,SVSB-30110,Online,1,NAO,SVS,SVSB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627731,2025-10-13 01:23:56.364,CAMG-22492,Tienda,3,FUK,CAM,CAMG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627732,2025-10-13 08:13:36.502,AUDG-75395,Online,1,SEN,AUD,AUDG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627733,2025-10-13 10:54:27.191,PCTG-86864,Online,1,OSA,PCT,PCTG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627734,2025-10-13 21:48:27.282,SALC-77908,Tienda,3,OSA,SAL,SALC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627735,2025-10-14 05:50:41.618,TVSG-30035,Online,1,TOK,TVS,TVSG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627736,2025-10-14 06:27:06.070,ELEC-11465,Online,1,FUK,ELE,ELEC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627737,2025-10-14 10:36:01.945,CAME-43041,Online,3,YOK,CAM,CAME,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627738,2025-10-14 17:35:14.387,PCTF-27498,Online,1,YOK,PCT,PCTF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627739,2025-10-15 02:53:18.405,DEPB-60297,Online,3,NAO,DEP,DEPB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627740,2025-10-15 13:46:44.202,VJGC-35545,Online,1,OSA,VJG,VJGC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627741,2025-10-15 14:10:14.135,PMUE-62157,Online,1,TOK,PMU,PMUE,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627742,2025-10-15 18:31:43.477,AUDA-30254,Online,1,TOK,AUD,AUDA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627743,2025-10-15 18:49:19.563,PMUB-53988,Online,1,YOK,PMU,PMUB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627744,2025-10-15 20:12:20.094,PCTF-27498,Online,1,TOK,PCT,PCTF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627745,2025-10-16 06:36:17.981,ELEA-52753,Online,1,NAO,ELE,ELEA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627746,2025-10-16 08:55:18.737,ELED-58763,Tienda,1,TOK,ELE,ELED,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627747,2025-10-16 15:04:15.595,ELEH-84061,Tienda,1,TOK,ELE,ELEH,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627748,2025-10-17 01:30:31.701,GFTB-25314,Tienda,1,KYO,GFT,GFTB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627749,2025-10-17 12:24:21.795,TVSH-51985,Online,2,KYO,TVS,TVSH,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627750,2025-10-17 17:31:53.819,SALA-26965,Online,1,KYO,SAL,SALA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627751,2025-10-17 21:36:37.369,SALA-16568,Online,3,YOK,SAL,SALA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627752,2025-10-18 02:24:53.673,ELEB-46189,Online,1,TOK,ELE,ELEB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627753,2025-10-18 09:43:50.342,PCTB-11336,Online,1,TOK,PCT,PCTB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627754,2025-10-18 14:29:55.798,ELEE-79787,Online,3,OSA,ELE,ELEE,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627755,2025-10-19 01:22:18.550,AUDG-87751,Online,1,TOK,AUD,AUDG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627756,2025-10-19 10:46:00.215,TVSH-51985,Online,1,TOK,TVS,TVSH,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627757,2025-10-19 19:00:49.008,PCTE-68553,Online,3,KAW,PCT,PCTE,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627758,2025-10-20 01:56:44.726,TREC-68039,Tienda,1,OSA,TRE,TREC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627759,2025-10-20 11:25:55.300,SALD-51207,Online,1,OKA,SAL,SALD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627760,2025-10-20 17:34:42.660,HOGC-38780,Online,1,CHI,HOG,HOGC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627761,2025-10-21 03:45:41.323,TREC-60672,Online,1,TOK,TRE,TREC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627762,2025-10-21 08:13:03.678,VJGC-12458,Tienda,1,YOK,VJG,VJGC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627763,2025-10-21 17:41:30.219,VALC-36991,Tienda,1,TOK,VAL,VALC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627764,2025-10-21 18:01:53.909,SVSB-65802,Tienda,1,YOK,SVS,SVSB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627765,2025-10-22 05:32:42.660,AUDG-56768,Tienda,1,SAP,AUD,AUDG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627766,2025-10-22 17:09:39.024,VALD-69172,Online,1,TOK,VAL,VALD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627767,2025-10-22 18:44:23.059,AUDC-38249,Online,3,OSA,AUD,AUDC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627768,2025-10-23 04:01:10.141,PCTF-40305,Online,1,TOK,PCT,PCTF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627769,2025-10-23 14:10:30.272,AUDG-52341,Online,1,NAO,AUD,AUDG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627770,2025-10-23 14:11:01.190,ELEE-20550,Online,1,TOK,ELE,ELEE,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627771,2025-10-23 15:24:58.818,AUDG-52341,Online,3,TOK,AUD,AUDG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627772,2025-10-23 16:48:52.223,PCTG-58763,Online,2,OSA,PCT,PCTG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627773,2025-10-24 03:43:19.171,TCLA-36565,Online,1,TOK,TCL,TCLA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627774,2025-10-24 04:53:16.508,VALA-62707,Online,3,OSA,VAL,VALA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627775,2025-10-24 09:42:11.051,TVSA-92623,Online,1,TOK,TVS,TVSA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627776,2025-10-24 14:33:42.950,TVSF-66259,Online,1,KAW,TVS,TVSF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627777,2025-10-24 21:54:48.511,HIND-99500,Online,1,TOK,HIN,HIND,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627778,2025-10-25 08:07:04.172,SVSB-20819,Online,1,OSA,SVS,SVSB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627779,2025-10-25 14:54:54.311,AUDA-30254,Online,1,KOB,AUD,AUDA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627780,2025-10-25 23:47:19.223,CAMC-59852,Online,1,TOK,CAM,CAMC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627781,2025-10-26 00:41:43.376,SVSB-65802,Online,1,NAO,SVS,SVSB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627782,2025-10-26 12:30:50.270,JUGC-29874,Online,1,OSA,JUG,JUGC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
627783,2025-10-26 15:12:20.540,ELEB-19207,Online,1,SEN,ELE,ELEB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
